siren,annee,date_depot,type_comptes,filename_pdf,token_pdf,filename_xlsx,token_xlsx
851425827,2023,2025-06-13,CS,G M LAVERIE - Comptes sociaux 2023.pdf,Uk5FQzg1MTQyNTgyNzY4NjM5YzJkNDNlOTI4OTE4ZTA4MjhkYQ,G M LAVERIE- Comptes sociaux 2023.xlsx,WEM4NTE0MjU4MjcyMDI1MDYxMzIwMjMxMjMx
851425827,2020,2021-08-20,CS,G M LAVERIE - Comptes sociaux 2020.pdf,Uk5FQzg1MTQyNTgyNzYzZWFkZjhjZTc5NTI1YjRhNjAzYzU2OA,G M LAVERIE- Comptes sociaux 2020.xlsx,WEM4NTE0MjU4MjcyMDIxMDgyMDIwMjAxMjMx
790116032,2017,2018-09-14,CS,LAVERIE MJ - Comptes sociaux 2017.pdf,Uk5FQzc5MDExNjAzMjYzZTdhZGZlMzAyYjMxM2U5OTFjMWFkYw,LAVERIE MJ- Comptes sociaux 2017.xlsx,WFM3OTAxMTYwMzIyMDE4MDkxNDIwMTcxMjMx
790116032,2016,2018-01-10,CS,LAVERIE MJ - Comptes sociaux 2016.pdf,Uk5FQzc5MDExNjAzMjYzZTdhZGZlMzAyYjMxM2U5OTFjMWFkYg,LAVERIE MJ- Comptes sociaux 2016.xlsx,WFM3OTAxMTYwMzIyMDE4MDExMDIwMTYxMjMx
790116032,2015,2017-11-13,CS,LAVERIE MJ - Comptes sociaux 2015.pdf,Uk5FQzc5MDExNjAzMjYzZTdhZGZlMzAyYjMxM2U5OTFjMWFkOA,LAVERIE MJ- Comptes sociaux 2015.xlsx,WFM3OTAxMTYwMzIyMDE3MTExMzIwMTUxMjMx
790116032,2014,2017-11-13,CS,LAVERIE MJ - Comptes sociaux 2014.pdf,Uk5FQzc5MDExNjAzMjYzZTdhZGZlMzAyYjMxM2U5OTFjMWFkYQ,LAVERIE MJ- Comptes sociaux 2014.xlsx,WFM3OTAxMTYwMzIyMDE3MTExMzIwMTQxMjMx
790116032,2013,2017-11-13,CS,LAVERIE MJ - Comptes sociaux 2013.pdf,Uk5FQzc5MDExNjAzMjYzZTdhZGZlMzAyYjMxM2U5OTFjMWFkOQ,LAVERIE MJ- Comptes sociaux 2013.xlsx,WFM3OTAxMTYwMzIyMDE3MTExMzIwMTMxMjMx
803883990,2021,2022-11-14,CS,HBJJ - Comptes sociaux 2021.pdf,Uk5FQzgwMzg4Mzk5MDYzZTQzMDZhYWVmZTRhN2YwODBlOTY2Yg,HBJJ- Comptes sociaux 2021.xlsx,WFM4MDM4ODM5OTAyMDIyMTExNDIwMjExMjMx
308240308,2022,2024-03-28,CS,PRIBA SARL - Comptes sociaux 2022.pdf,Uk5FQzMwODI0MDMwODY2MWYyNDNlZjI2ZGQ2NDIxMzA4NTNjYQ,PRIBA- Comptes sociaux 2022.xlsx,WEMzMDgyNDAzMDgyMDI0MDMyODIwMjIwOTMw
308240308,2021,2022-12-29,CS,PRIBA SARL - Comptes sociaux 2021.pdf,QzMwODI0MDMwODIwMjIxMjI5MjAyMTA5MzBDUw,PRIBA- Comptes sociaux 2021.xlsx,WFMzMDgyNDAzMDgyMDIyMTIyOTIwMjEwOTMw
308240308,2020,2022-12-29,CS,PRIBA SARL - Comptes sociaux 2020.pdf,QzMwODI0MDMwODIwMjIxMjI5MjAyMDA5MzBDUw,PRIBA- Comptes sociaux 2020.xlsx,WFMzMDgyNDAzMDgyMDIyMTIyOTIwMjAwOTMw
308240308,2019,2020-11-04,CS,PRIBA SARL - Comptes sociaux 2019.pdf,Uk5FQzMwODI0MDMwODYzZTliNDViZGU5Y2ZjYTJkMTIyMGU4Mg,PRIBA- Comptes sociaux 2019.xlsx,WEMzMDgyNDAzMDgyMDIwMTEwNDIwMTkwOTMw
308240308,2018,2019-03-15,CS,PRIBA SARL - Comptes sociaux 2018.pdf,Uk5FQzMwODI0MDMwODYzZTliNDViZGU5Y2ZjYTJkMTIyMGU4MQ,PRIBA- Comptes sociaux 2018.xlsx,WFMzMDgyNDAzMDgyMDE5MDMxNTIwMTgwOTMw
308240308,2017,2019-03-15,CS,PRIBA SARL - Comptes sociaux 2017.pdf,Uk5FQzMwODI0MDMwODYzZTliNDViZGU5Y2ZjYTJkMTIyMGU4MA,PRIBA- Comptes sociaux 2017.xlsx,WFMzMDgyNDAzMDgyMDE5MDMxNTIwMTcwOTMw
308240308,2016,2017-07-31,CS,PRIBA SARL - Comptes sociaux 2016.pdf,Uk5FQzMwODI0MDMwODYzZTliNDViZGU5Y2ZjYTJkMTIyMGU3Zg,PRIBA- Comptes sociaux 2016.xlsx,WFMzMDgyNDAzMDgyMDE3MDczMTIwMTYwOTMw
308240308,2015,2017-01-16,CS,PRIBA SARL - Comptes sociaux 2015.pdf,Uk5FQzMwODI0MDMwODYzZTliNDViZGU5Y2ZjYTJkMTIyMGU3ZQ,PRIBA- Comptes sociaux 2015.xlsx,WFMzMDgyNDAzMDgyMDE3MDExNjIwMTUwOTMw
529440372,2016,2017-01-12,CS,LAVOTRONIC  - Comptes sociaux 2016.pdf,Uk5FQzUyOTQ0MDM3MjYzZTk2YzExZGU5Y2ZjYTJkMTFmZjRlOQ,LAVOTRONIC SARL- Comptes sociaux 2016.xlsx,WEM1Mjk0NDAzNzIyMDE3MDExMjIwMTYxMjMx
841717416,2023,2024-09-04,CS,SS SWHAT SERVICE - Comptes sociaux 2023.pdf,Uk5FQzg0MTcxNzQxNjY2ZWE4YWJlZjE0ZTQ3OWQwMzA1ZjA3Zg,SWHAT SERVICE- Comptes sociaux 2023.xlsx,WEM4NDE3MTc0MTYyMDI0MDkwNDIwMjMxMjMx
841717416,2022,2023-10-19,CS,SS SWHAT SERVICE - Comptes sociaux 2022.pdf,Uk5FQzg0MTcxNzQxNjY1NDUwMDgzOGIyZTZiMDE0MzBkNThkZg,SWHAT SERVICE- Comptes sociaux 2022.xlsx,WEM4NDE3MTc0MTYyMDIzMTAxOTIwMjIxMjMx
841717416,2021,2022-12-27,CS,SS SWHAT SERVICE - Comptes sociaux 2021.pdf,Uk5FQzg0MTcxNzQxNjYzZGVmYjZlYzM2MWVkMWE5MzExMzQ1Ng,SWHAT SERVICE- Comptes sociaux 2021.xlsx,WEM4NDE3MTc0MTYyMDIyMTIyNzIwMjExMjMx
841717416,2020,2021-12-13,CS,SS SWHAT SERVICE - Comptes sociaux 2020.pdf,Qzg0MTcxNzQxNjIwMjExMjEzMjAyMDEyMzFDUw,SWHAT SERVICE- Comptes sociaux 2020.xlsx,WFM4NDE3MTc0MTYyMDIxMTIxMzIwMjAxMjMx
841717416,2019,2021-02-11,CS,SS SWHAT SERVICE - Comptes sociaux 2019.pdf,Uk5FQzg0MTcxNzQxNjYzZGVmYjZkYzM2MWVkMWE5MzExMzQ1NA,SWHAT SERVICE- Comptes sociaux 2019.xlsx,WEM4NDE3MTc0MTYyMDIxMDIxMTIwMTkxMjMx
841717416,2018,2020-01-09,CS,SS SWHAT SERVICE - Comptes sociaux 2018.pdf,Uk5FQzg0MTcxNzQxNjYzZGVmYjZkYzM2MWVkMWE5MzExMzQ1Mw,SWHAT SERVICE- Comptes sociaux 2018.xlsx,WEM4NDE3MTc0MTYyMDIwMDEwOTIwMTgxMjMx
383474947,2015,2017-03-27,CS,DELROCHE - Comptes sociaux 2015.pdf,Uk5FQzM4MzQ3NDk0NzYzZTQ2ODE1NDJmZWY3NmU1OTA1ZDM3Yw,DELROCHE- Comptes sociaux 2015.xlsx,WEMzODM0NzQ5NDcyMDE3MDMyNzIwMTUwOTMw
383474947,2014,2017-03-27,CS,DELROCHE - Comptes sociaux 2014.pdf,Uk5FQzM4MzQ3NDk0NzYzZTQ2ODE1NDJmZWY3NmU1OTA1ZDM3Yg,DELROCHE- Comptes sociaux 2014.xlsx,WEMzODM0NzQ5NDcyMDE3MDMyNzIwMTQwOTMw
383474947,2013,2017-03-27,CS,DELROCHE - Comptes sociaux 2013.pdf,Uk5FQzM4MzQ3NDk0NzYzZTQ2ODE1NDJmZWY3NmU1OTA1ZDM3YQ,DELROCHE- Comptes sociaux 2013.xlsx,WEMzODM0NzQ5NDcyMDE3MDMyNzIwMTMwOTMw
844765032,2022,2024-02-20,CS,BUBBLE WASH - Comptes sociaux 2022.pdf,Uk5FQzg0NDc2NTAzMjY2MDE3Y2M5YzM4ZTk1OTg4OTA0MmQxZQ,BUBBLE WASH- Comptes sociaux 2022.xlsx,WFM4NDQ3NjUwMzIyMDI0MDIyMDIwMjIxMjMx
844765032,2021,2024-02-20,CS,BUBBLE WASH - Comptes sociaux 2021.pdf,Uk5FQzg0NDc2NTAzMjY1ZmE0YjY0OTM2OTUzODM3MDA5MGM2Ng,BUBBLE WASH- Comptes sociaux 2021.xlsx,WEM4NDQ3NjUwMzIyMDI0MDIyMDIwMjExMjMx
410726376,2023,2025-01-03,CS,LA LAVERIE DA LA BOURSE - Comptes sociaux 2023.pdf,Uk5FQzQxMDcyNjM3NjY3ODdjZTJkNzExMWQyMmFlOTBiMjA0NA,LA LAVERIE DE LA BOURSE- Comptes sociaux 2023.xlsx,WFM0MTA3MjYzNzYyMDI1MDEwMzIwMjMxMjMx
410726376,2022,2025-01-03,CS,LA LAVERIE DA LA BOURSE - Comptes sociaux 2022.pdf,Uk5FQzQxMDcyNjM3NjY3ODc3OTQyOTlmMjM5MmM1MzAxZGI0Mg,LA LAVERIE DE LA BOURSE- Comptes sociaux 2022.xlsx,WFM0MTA3MjYzNzYyMDI1MDEwMzIwMjIxMjMx
410726376,2021,2023-04-03,CS,LA LAVERIE DA LA BOURSE - Comptes sociaux 2021.pdf,Uk5FQzQxMDcyNjM3NjY0OTU4NWZhMjA3MWJhNzZkNDBkOWMwNA,LA LAVERIE DE LA BOURSE- Comptes sociaux 2021.xlsx,WFM0MTA3MjYzNzYyMDIzMDQwMzIwMjExMjMx
410726376,2020,2023-04-03,CS,LA LAVERIE DA LA BOURSE - Comptes sociaux 2020.pdf,Uk5FQzQxMDcyNjM3NjY0OTU4NWZhMjA3MWJhNzZkNDBkOWMwMw,LA LAVERIE DE LA BOURSE- Comptes sociaux 2020.xlsx,WFM0MTA3MjYzNzYyMDIzMDQwMzIwMjAxMjMx
410726376,2017,2019-03-15,CS,LA LAVERIE DA LA BOURSE - Comptes sociaux 2017.pdf,Uk5FQzQxMDcyNjM3NjY0OTU4NWZhMjA3MWJhNzZkNDBkOWMwNw,LA LAVERIE DE LA BOURSE- Comptes sociaux 2017.xlsx,WFM0MTA3MjYzNzYyMDE5MDMxNTIwMTcxMjMx
410726376,2016,2019-03-15,CS,LA LAVERIE DA LA BOURSE - Comptes sociaux 2016.pdf,Uk5FQzQxMDcyNjM3NjY0OTU4NWZhMjA3MWJhNzZkNDBkOWMwNQ,LA LAVERIE DE LA BOURSE- Comptes sociaux 2016.xlsx,WFM0MTA3MjYzNzYyMDE5MDMxNTIwMTYxMjMx
410726376,2015,2019-03-15,CS,LA LAVERIE DA LA BOURSE - Comptes sociaux 2015.pdf,Uk5FQzQxMDcyNjM3NjY0OTU4NWZhMjA3MWJhNzZkNDBkOWMwNg,LA LAVERIE DE LA BOURSE- Comptes sociaux 2015.xlsx,WFM0MTA3MjYzNzYyMDE5MDMxNTIwMTUxMjMx
410726376,2014,2019-03-15,CS,LA LAVERIE DA LA BOURSE - Comptes sociaux 2014.pdf,Uk5FQzQxMDcyNjM3NjY0OTU4NWZiMjA3MWJhNzZkNDBkOWMwOA,LA LAVERIE DE LA BOURSE- Comptes sociaux 2014.xlsx,WFM0MTA3MjYzNzYyMDE5MDMxNTIwMTQxMjMx
352020838,2021,2022-08-17,CS,LAVERIE TELEGRAPHE - Comptes sociaux 2021.pdf,QzM1MjAyMDgzODIwMjIwODE3MjAyMTEyMzFDUw,LAVERIE TELEGRAPHE- Comptes sociaux 2021.xlsx,WFMzNTIwMjA4MzgyMDIyMDgxNzIwMjExMjMx
352020838,2020,2022-08-17,CS,LAVERIE TELEGRAPHE - Comptes sociaux 2020.pdf,Uk5FQzM1MjAyMDgzODYzZTQ2OTU4NGI1M2UxYTZkNjA0OWEwMA,LAVERIE TELEGRAPHE- Comptes sociaux 2020.xlsx,WFMzNTIwMjA4MzgyMDIyMDgxNzIwMjAxMjMx
352020838,2019,2022-08-17,CS,LAVERIE TELEGRAPHE - Comptes sociaux 2019.pdf,QzM1MjAyMDgzODIwMjIwODE3MjAxOTEyMzFDUw,LAVERIE TELEGRAPHE- Comptes sociaux 2019.xlsx,WFMzNTIwMjA4MzgyMDIyMDgxNzIwMTkxMjMx
352020838,2018,2021-02-03,CS,LAVERIE TELEGRAPHE - Comptes sociaux 2018.pdf,Uk5FQzM1MjAyMDgzODYzZTQ2OTU4NGI1M2UxYTZkNjA0OTlmZQ,LAVERIE TELEGRAPHE- Comptes sociaux 2018.xlsx,WFMzNTIwMjA4MzgyMDIxMDIwMzIwMTgxMjMx
352020838,2017,2021-06-02,CS,LAVERIE TELEGRAPHE - Comptes sociaux 2017.pdf,Uk5FQzM1MjAyMDgzODYzZTQ2OTU4NGI1M2UxYTZkNjA0OTlmZA,LAVERIE TELEGRAPHE- Comptes sociaux 2017.xlsx,WFMzNTIwMjA4MzgyMDIxMDYwMjIwMTcxMjMx
352020838,2016,2017-12-15,CS,LAVERIE TELEGRAPHE - Comptes sociaux 2016.pdf,Uk5FQzM1MjAyMDgzODYzZTQ2OTU4NGI1M2UxYTZkNjA0OTlmYw,LAVERIE TELEGRAPHE- Comptes sociaux 2016.xlsx,WFMzNTIwMjA4MzgyMDE3MTIxNTIwMTYxMjMx
352020838,2015,2017-06-23,CS,LAVERIE TELEGRAPHE - Comptes sociaux 2015.pdf,Uk5FQzM1MjAyMDgzODYzZTQ2OTU3NGI1M2UxYTZkNjA0OTlmYg,LAVERIE TELEGRAPHE- Comptes sociaux 2015.xlsx,WFMzNTIwMjA4MzgyMDE3MDYyMzIwMTUxMjMx
913036976,2023,2024-09-02,CS,LAVE'UB - Comptes sociaux 2023.pdf,Uk5FQzkxMzAzNjk3NjY2ZTU0ODVlMTIzMGFlYmY2NTA4NmJjMg,LAVE'UB- Comptes sociaux 2023.xlsx,WFM5MTMwMzY5NzYyMDI0MDkwMjIwMjMxMjMx
408270320,2025,2026-02-13,CS,LAVERIE D'AUTEUIL - Comptes sociaux 2025.pdf,Uk5FQzQwODI3MDMyMDY5YTZhNGVlNjRjZDQ0ZWZlMTA5ODBkNg,LAVERIE D'AUTEUIL- Comptes sociaux 2025.xlsx,WFM0MDgyNzAzMjAyMDI2MDIxMzIwMjUwNjMw
408270320,2024,2025-01-17,CS,LAVERIE D'AUTEUIL - Comptes sociaux 2024.pdf,Uk5FQzQwODI3MDMyMDY3YTcxZDljNjc4ZTAzNTIwODBiMjE5ZQ,LAVERIE D'AUTEUIL- Comptes sociaux 2024.xlsx,WFM0MDgyNzAzMjAyMDI1MDExNzIwMjQwNjMw
408270320,2023,2023-12-14,CS,LAVERIE D'AUTEUIL - Comptes sociaux 2023.pdf,Uk5FQzQwODI3MDMyMDY2ZDE4MGY4MDcxMDg1N2ZlNTBiZjE4Zg,LAVERIE D'AUTEUIL- Comptes sociaux 2023.xlsx,WFM0MDgyNzAzMjAyMDIzMTIxNDIwMjMwNjMw
408270320,2022,2022-12-07,CS,LAVERIE D'AUTEUIL - Comptes sociaux 2022.pdf,Uk5FQzQwODI3MDMyMDY0OTU2Zjg1MTcyMDkyYjYxZTExNTM1Yw,LAVERIE D'AUTEUIL- Comptes sociaux 2022.xlsx,WFM0MDgyNzAzMjAyMDIyMTIwNzIwMjIwNjMw
408270320,2021,2021-11-25,CS,LAVERIE D'AUTEUIL - Comptes sociaux 2021.pdf,Uk5FQzQwODI3MDMyMDY0OTU2Zjg1MTcyMDkyYjYxZTExNTM1ZA,LAVERIE D'AUTEUIL- Comptes sociaux 2021.xlsx,WFM0MDgyNzAzMjAyMDIxMTEyNTIwMjEwNjMw
408270320,2020,2021-02-15,CS,LAVERIE D'AUTEUIL - Comptes sociaux 2020.pdf,Uk5FQzQwODI3MDMyMDY0OTU2Zjg1MTcyMDkyYjYxZTExNTM1ZQ,LAVERIE D'AUTEUIL- Comptes sociaux 2020.xlsx,WFM0MDgyNzAzMjAyMDIxMDIxNTIwMjAwNjMw
408270320,2019,2019-12-11,CS,LAVERIE D'AUTEUIL - Comptes sociaux 2019.pdf,Uk5FQzQwODI3MDMyMDY0OTU2Zjg1MTcyMDkyYjYxZTExNTM1YQ,LAVERIE D'AUTEUIL- Comptes sociaux 2019.xlsx,WFM0MDgyNzAzMjAyMDE5MTIxMTIwMTkwNjMw
408270320,2018,2018-11-20,CS,LAVERIE D'AUTEUIL - Comptes sociaux 2018.pdf,Uk5FQzQwODI3MDMyMDY0OTU2Zjg1MTcyMDkyYjYxZTExNTM1Yg,LAVERIE D'AUTEUIL- Comptes sociaux 2018.xlsx,WFM0MDgyNzAzMjAyMDE4MTEyMDIwMTgwNjMw
408270320,2017,2017-10-16,CS,LAVERIE D'AUTEUIL - Comptes sociaux 2017.pdf,Uk5FQzQwODI3MDMyMDY0OTU2Zjg1MTcyMDkyYjYxZTExNTM1OQ,LAVERIE D'AUTEUIL- Comptes sociaux 2017.xlsx,WFM0MDgyNzAzMjAyMDE3MTAxNjIwMTcwNjMw
418915872,2022,2023-10-03,CS,SARL CMP - Comptes sociaux 2022.pdf,Uk5FQzQxODkxNTg3MjY1M2RiMjg5Njk0YWQ4YzljMjA4MjMzYw,C M P- Comptes sociaux 2022.xlsx,WFM0MTg5MTU4NzIyMDIzMTAwMzIwMjIxMjMx
418915872,2021,2022-06-03,CS,SARL CMP - Comptes sociaux 2021.pdf,QzQxODkxNTg3MjIwMjIwNjAzMjAyMTEyMzFDUw,C M P- Comptes sociaux 2021.xlsx,WFM0MTg5MTU4NzIyMDIyMDYwMzIwMjExMjMx
418915872,2020,2021-06-15,CS,SARL CMP - Comptes sociaux 2020.pdf,Uk5FQzQxODkxNTg3MjYzZWJhNzUyOTVlN2ZiY2Q1ZjAzMDdhNw,C M P- Comptes sociaux 2020.xlsx,WFM0MTg5MTU4NzIyMDIxMDYxNTIwMjAxMjMx
418915872,2019,2020-07-31,CS,SARL CMP - Comptes sociaux 2019.pdf,Uk5FQzQxODkxNTg3MjYzZWJhNzUxOTVlN2ZiY2Q1ZjAzMDdhNQ,C M P- Comptes sociaux 2019.xlsx,WFM0MTg5MTU4NzIyMDIwMDczMTIwMTkxMjMx
418915872,2017,2018-03-13,CS,SARL CMP - Comptes sociaux 2017.pdf,Uk5FQzQxODkxNTg3MjYzZWJhNzUxOTVlN2ZiY2Q1ZjAzMDdhNA,C M P- Comptes sociaux 2017.xlsx,WFM0MTg5MTU4NzIyMDE4MDMxMzIwMTcxMjMx
418915872,2016,2017-03-21,CS,SARL CMP - Comptes sociaux 2016.pdf,Uk5FQzQxODkxNTg3MjYzZWJhNzUwOTVlN2ZiY2Q1ZjAzMDdhMg,C M P- Comptes sociaux 2016.xlsx,WFM0MTg5MTU4NzIyMDE3MDMyMTIwMTYxMjMx
418915872,2015,2017-03-21,CS,SARL CMP - Comptes sociaux 2015.pdf,Uk5FQzQxODkxNTg3MjYzZWJhNzUxOTVlN2ZiY2Q1ZjAzMDdhMw,C M P- Comptes sociaux 2015.xlsx,WFM0MTg5MTU4NzIyMDE3MDMyMTIwMTUxMjMx
784611915,2022,2023-07-05,CS,LE LIBRE SERVICE SOFIA - Comptes sociaux 2022.pdf,Uk5FQzc4NDYxMTkxNTY1NDFmNDA5YTFmN2QxZjJiYTA1ZDNiMg,LE LIBRE SERVICE SOFIA- Comptes sociaux 2022.xlsx,WEM3ODQ2MTE5MTUyMDIzMDcwNTIwMjIxMjMx
784611915,2020,2021-07-05,CS,LE LIBRE SERVICE SOFIA - Comptes sociaux 2020.pdf,Uk5FQzc4NDYxMTkxNTY0MDVlYTUzODc3ZmIwYzc2ZTA5ODNkNg,LE LIBRE SERVICE SOFIA- Comptes sociaux 2020.xlsx,WEM3ODQ2MTE5MTUyMDIxMDcwNTIwMjAxMjMx
784611915,2019,2021-07-05,CS,LE LIBRE SERVICE SOFIA - Comptes sociaux 2019.pdf,Uk5FQzc4NDYxMTkxNTY0MDVlYTUzODc3ZmIwYzc2ZTA5ODNkNQ,LE LIBRE SERVICE SOFIA- Comptes sociaux 2019.xlsx,WEM3ODQ2MTE5MTUyMDIxMDcwNTIwMTkxMjMx
784611915,2018,2019-10-24,CS,LE LIBRE SERVICE SOFIA - Comptes sociaux 2018.pdf,Uk5FQzc4NDYxMTkxNTY0MDVlYTUzODc3ZmIwYzc2ZTA5ODNkNA,LE LIBRE SERVICE SOFIA- Comptes sociaux 2018.xlsx,WEM3ODQ2MTE5MTUyMDE5MTAyNDIwMTgxMjMx
784611915,2017,2018-07-19,CS,LE LIBRE SERVICE SOFIA - Comptes sociaux 2017.pdf,Uk5FQzc4NDYxMTkxNTY0MDVlYTUzODc3ZmIwYzc2ZTA5ODNkMw,LE LIBRE SERVICE SOFIA- Comptes sociaux 2017.xlsx,WEM3ODQ2MTE5MTUyMDE4MDcxOTIwMTcxMjMx
784611915,2016,2017-10-13,CS,LE LIBRE SERVICE SOFIA - Comptes sociaux 2016.pdf,Uk5FQzc4NDYxMTkxNTY0MDVlYTUzODc3ZmIwYzc2ZTA5ODNkMg,LE LIBRE SERVICE SOFIA- Comptes sociaux 2016.xlsx,WEM3ODQ2MTE5MTUyMDE3MTAxMzIwMTYxMjMx
789142874,2024,2025-09-11,CS,SEKMET - Comptes sociaux 2024.pdf,Uk5FQzc4OTE0Mjg3NDY4ZGEzZDJhYWNkYWI2YTA1ZjBhODFiMg,SEKMET- Comptes sociaux 2024.xlsx,WFM3ODkxNDI4NzQyMDI1MDkxMTIwMjQxMjMx
789142874,2023,2025-09-11,CS,SEKMET - Comptes sociaux 2023.pdf,Uk5FQzc4OTE0Mjg3NDY4ZDU0YjAzNzkwOGQ2ZTFmZDBlMGMzMg,SEKMET- Comptes sociaux 2023.xlsx,WFM3ODkxNDI4NzQyMDI1MDkxMTIwMjMxMjMx
789142874,2022,2023-12-11,CS,SEKMET - Comptes sociaux 2022.pdf,Uk5FQzc4OTE0Mjg3NDY1OTdkMmFkOGI0NGExY2M5ZDBkMzdhMw,SEKMET- Comptes sociaux 2022.xlsx,WFM3ODkxNDI4NzQyMDIzMTIxMTIwMjIxMjMx
789142874,2021,2022-10-06,CS,SEKMET - Comptes sociaux 2021.pdf,Qzc4OTE0Mjg3NDIwMjIxMDA2MjAyMTEyMzFDUw,SEKMET- Comptes sociaux 2021.xlsx,WFM3ODkxNDI4NzQyMDIyMTAwNjIwMjExMjMx
789142874,2020,2021-10-14,CS,SEKMET - Comptes sociaux 2020.pdf,Uk5FQzc4OTE0Mjg3NDY0MTk0MzlmNmE3MzlkMDYxYjBhOTNjMw,SEKMET- Comptes sociaux 2020.xlsx,WFM3ODkxNDI4NzQyMDIxMTAxNDIwMjAxMjMx
789142874,2019,2020-08-11,CS,SEKMET - Comptes sociaux 2019.pdf,Uk5FQzc4OTE0Mjg3NDY0MTk0MzlmNmE3MzlkMDYxYjBhOTNjMg,SEKMET- Comptes sociaux 2019.xlsx,WFM3ODkxNDI4NzQyMDIwMDgxMTIwMTkxMjMx
789142874,2018,2019-10-03,CS,SEKMET - Comptes sociaux 2018.pdf,Uk5FQzc4OTE0Mjg3NDY0MTk0MzlmNmE3MzlkMDYxYjBhOTNjMQ,SEKMET- Comptes sociaux 2018.xlsx,WFM3ODkxNDI4NzQyMDE5MTAwMzIwMTgxMjMx
789142874,2017,2018-10-25,CS,SEKMET - Comptes sociaux 2017.pdf,Uk5FQzc4OTE0Mjg3NDY0MTk0MzlmNmE3MzlkMDYxYjBhOTNjMA,SEKMET- Comptes sociaux 2017.xlsx,WFM3ODkxNDI4NzQyMDE4MTAyNTIwMTcxMjMx
789142874,2016,2018-10-23,CS,SEKMET - Comptes sociaux 2016.pdf,Uk5FQzc4OTE0Mjg3NDY0MTk0MzlmNmE3MzlkMDYxYjBhOTNiZg,SEKMET- Comptes sociaux 2016.xlsx,WFM3ODkxNDI4NzQyMDE4MTAyMzIwMTYxMjMx
662026368,2016,2017-07-03,CS,SOC LIBRE SERVICE RELAX     76 - Comptes sociaux 2016.pdf,Uk5FQzY2MjAyNjM2ODYzZWEzNzIzNTRmZWJkYTE3YzIyNWQwNw,LIBRE SERVICE RELAX- Comptes sociaux 2016.xlsx,WEM2NjIwMjYzNjgyMDE3MDcwMzIwMTYxMjMx
523647410,2021,2022-10-12,CS,SARL NAFICA - Comptes sociaux 2021.pdf,Uk5FQzUyMzY0NzQxMDYzZWMzYmY5YTY4OTE1M2MzNTA1MGJkMQ,NAFICA- Comptes sociaux 2021.xlsx,WFM1MjM2NDc0MTAyMDIyMTAxMjIwMjExMjMx
523647410,2020,2022-09-12,CS,SARL NAFICA - Comptes sociaux 2020.pdf,Uk5FQzUyMzY0NzQxMDYzZWMzYmY5YTY4OTE1M2MzNTA1MGJkMg,NAFICA- Comptes sociaux 2020.xlsx,WFM1MjM2NDc0MTAyMDIyMDkxMjIwMjAxMjMx
523647410,2018,2019-12-11,CS,SARL NAFICA - Comptes sociaux 2018.pdf,Uk5FQzUyMzY0NzQxMDYzZWMzYmY4YTY4OTE1M2MzNTA1MGJjYg,NAFICA- Comptes sociaux 2018.xlsx,WFM1MjM2NDc0MTAyMDE5MTIxMTIwMTgxMjMx
523647410,2017,2019-03-14,CS,SARL NAFICA - Comptes sociaux 2017.pdf,Uk5FQzUyMzY0NzQxMDYzZWMzYmY4YTY4OTE1M2MzNTA1MGJjYw,NAFICA- Comptes sociaux 2017.xlsx,WFM1MjM2NDc0MTAyMDE5MDMxNDIwMTcxMjMx
523647410,2016,2019-03-14,CS,SARL NAFICA - Comptes sociaux 2016.pdf,QzUyMzY0NzQxMDIwMTkwMzE0MjAxNjEyMzFDUw,NAFICA- Comptes sociaux 2016.xlsx,WFM1MjM2NDc0MTAyMDE5MDMxNDIwMTYxMjMx
523647410,2015,2019-03-13,CS,SARL NAFICA - Comptes sociaux 2015.pdf,Uk5FQzUyMzY0NzQxMDYzZWMzYmY4YTY4OTE1M2MzNTA1MGJjZg,NAFICA- Comptes sociaux 2015.xlsx,WFM1MjM2NDc0MTAyMDE5MDMxMzIwMTUxMjMx
523647410,2014,2019-03-13,CS,SARL NAFICA - Comptes sociaux 2014.pdf,Uk5FQzUyMzY0NzQxMDYzZWMzYmY4YTY4OTE1M2MzNTA1MGJjZQ,NAFICA- Comptes sociaux 2014.xlsx,WFM1MjM2NDc0MTAyMDE5MDMxMzIwMTQxMjMx
523647410,2013,2019-03-13,CS,SARL NAFICA - Comptes sociaux 2013.pdf,Uk5FQzUyMzY0NzQxMDYzZWMzYmY5YTY4OTE1M2MzNTA1MGJkMA,NAFICA- Comptes sociaux 2013.xlsx,WFM1MjM2NDc0MTAyMDE5MDMxMzIwMTMxMjMx
411178072,2017,2019-04-11,CS,R M  LAVAGE - Comptes sociaux 2017.pdf,Uk5FQzQxMTE3ODA3MjY0OTY5NGUwNzQ0NTI0ZTBhYTA5ZTc5Yg,R M LAVAGE- Comptes sociaux 2017.xlsx,WFM0MTExNzgwNzIyMDE5MDQxMTIwMTcxMjMx
411178072,2016,2017-04-06,CS,R M  LAVAGE - Comptes sociaux 2016.pdf,Uk5FQzQxMTE3ODA3MjY0OTY5NGRmNzQ0NTI0ZTBhYTA5ZTc5YQ,R M LAVAGE- Comptes sociaux 2016.xlsx,WFM0MTExNzgwNzIyMDE3MDQwNjIwMTYxMjMx
